paper_id,gas_type,matched_pipeline_row,field,verdict
6,n2o,,ghg_unit,both_blank
6,n2o,,ghg_n,both_blank
6,n2o,,doi,pipeline_missed
6,n2o,,latitude,pipeline_missed
6,n2o,,longitude,pipeline_missed
6,n2o,,year,both_blank
6,n2o,,country,pipeline_missed
6,n2o,,cc_species,pipeline_missed
6,n2o,,cc_category,pipeline_missed
6,n2o,,tillage_type_raw,both_blank
6,n2o,,grain_crop_raw,pipeline_missed
6,n2o,,cc_planting_time_raw,both_blank
6,n2o,,cc_terminating_time_raw,both_blank
6,n2o,,irrigation_raw,both_blank
6,n2o,,fertilize_raw,both_blank
6,n2o,,cc_duration_years,both_blank
6,n2o,,location,pipeline_missed
6,n2o,,soil_texture_raw,both_blank
6,n2o,,gas_type,pipeline_missed
6,n2o,,ghg_cc_mean,pipeline_missed
6,n2o,,ghg_control_mean,pipeline_missed
6,n2o,,ghg_cc_sd,pipeline_missed
6,n2o,,ghg_control_sd,pipeline_missed
6,n2o,,ghg_unit,both_blank
6,n2o,,ghg_n,both_blank
6,n2o,,doi,pipeline_missed
6,n2o,,latitude,pipeline_missed
6,n2o,,longitude,pipeline_missed
6,n2o,,year,both_blank
6,n2o,,country,pipeline_missed
6,n2o,,cc_species,pipeline_missed
6,n2o,,cc_category,pipeline_missed
6,n2o,,tillage_type_raw,both_blank
6,n2o,,grain_crop_raw,pipeline_missed
6,n2o,,cc_planting_time_raw,both_blank
6,n2o,,cc_terminating_time_raw,both_blank
6,n2o,,irrigation_raw,both_blank
6,n2o,,fertilize_raw,both_blank
6,n2o,,cc_duration_years,both_blank
6,n2o,,location,pipeline_missed
6,n2o,,soil_texture_raw,both_blank
6,n2o,,gas_type,pipeline_missed
6,n2o,,ghg_cc_mean,pipeline_missed
6,n2o,,ghg_control_mean,pipeline_missed
6,n2o,,ghg_cc_sd,pipeline_missed
6,n2o,,ghg_control_sd,pipeline_missed
6,n2o,,ghg_unit,both_blank
6,n2o,,ghg_n,both_blank
6,n2o,,doi,pipeline_missed
6,n2o,,latitude,pipeline_missed
6,n2o,,longitude,pipeline_missed
6,n2o,,year,both_blank
6,n2o,,country,pipeline_missed
6,n2o,,cc_species,pipeline_missed
6,n2o,,cc_category,pipeline_missed
6,n2o,,tillage_type_raw,both_blank
6,n2o,,grain_crop_raw,pipeline_missed
6,n2o,,cc_planting_time_raw,both_blank
6,n2o,,cc_terminating_time_raw,both_blank
6,n2o,,irrigation_raw,both_blank
6,n2o,,fertilize_raw,both_blank
6,n2o,,cc_duration_years,both_blank
6,n2o,,location,pipeline_missed
6,n2o,,soil_texture_raw,both_blank
6,n2o,,gas_type,pipeline_missed
6,n2o,,ghg_cc_mean,pipeline_missed
6,n2o,,ghg_control_mean,pipeline_missed
6,n2o,,ghg_cc_sd,pipeline_missed
6,n2o,,ghg_control_sd,pipeline_missed
6,n2o,,ghg_unit,both_blank
6,n2o,,ghg_n,both_blank
6,n2o,,doi,pipeline_missed
6,n2o,,latitude,pipeline_missed
6,n2o,,longitude,pipeline_missed
6,n2o,,year,both_blank
6,n2o,,country,pipeline_missed
6,n2o,,cc_species,pipeline_missed
6,n2o,,cc_category,pipeline_missed
6,n2o,,tillage_type_raw,both_blank
6,n2o,,grain_crop_raw,pipeline_missed
6,n2o,,cc_planting_time_raw,both_blank
6,n2o,,cc_terminating_time_raw,both_blank
6,n2o,,irrigation_raw,both_blank
6,n2o,,fertilize_raw,both_blank
6,n2o,,cc_duration_years,both_blank
6,n2o,,location,pipeline_missed
6,n2o,,soil_texture_raw,both_blank
6,n2o,,gas_type,pipeline_missed
6,n2o,,ghg_cc_mean,pipeline_missed
6,n2o,,ghg_control_mean,pipeline_missed
6,n2o,,ghg_cc_sd,pipeline_missed
6,n2o,,ghg_control_sd,pipeline_missed
6,n2o,,ghg_unit,both_blank
6,n2o,,ghg_n,both_blank
6,n2o,,doi,pipeline_missed
6,n2o,,latitude,pipeline_missed
6,n2o,,longitude,pipeline_missed
6,n2o,,year,both_blank
6,n2o,,country,pipeline_missed
6,n2o,,cc_species,pipeline_missed
6,n2o,,cc_category,pipeline_missed
6,n2o,,tillage_type_raw,both_blank
6,n2o,,grain_crop_raw,pipeline_missed
6,n2o,,cc_planting_time_raw,both_blank
6,n2o,,cc_terminating_time_raw,both_blank
6,n2o,,irrigation_raw,both_blank
6,n2o,,fertilize_raw,both_blank
6,n2o,,cc_duration_years,both_blank
6,n2o,,location,pipeline_missed
6,n2o,,soil_texture_raw,both_blank
6,n2o,,gas_type,pipeline_missed
6,n2o,,ghg_cc_mean,pipeline_missed
6,n2o,,ghg_control_mean,pipeline_missed
6,n2o,,ghg_cc_sd,pipeline_missed
6,n2o,,ghg_control_sd,pipeline_missed
6,n2o,,ghg_unit,both_blank
6,n2o,,ghg_n,both_blank
8,n2o,,doi,pipeline_missed
8,n2o,,latitude,pipeline_missed
8,n2o,,longitude,pipeline_missed
8,n2o,,year,both_blank
8,n2o,,country,pipeline_missed
8,n2o,,cc_species,pipeline_missed
8,n2o,,cc_category,pipeline_missed
8,n2o,,tillage_type_raw,both_blank
8,n2o,,grain_crop_raw,pipeline_missed
8,n2o,,cc_planting_time_raw,both_blank
8,n2o,,cc_terminating_time_raw,both_blank
8,n2o,,irrigation_raw,both_blank
8,n2o,,fertilize_raw,both_blank
8,n2o,,cc_duration_years,both_blank
8,n2o,,location,both_blank
8,n2o,,soil_texture_raw,both_blank
8,n2o,,gas_type,pipeline_missed
8,n2o,,ghg_cc_mean,pipeline_missed
8,n2o,,ghg_control_mean,pipeline_missed
8,n2o,,ghg_cc_sd,both_blank
8,n2o,,ghg_control_sd,both_blank
8,n2o,,ghg_unit,both_blank
8,n2o,,ghg_n,both_blank
8,n2o,,doi,pipeline_missed
8,n2o,,latitude,pipeline_missed
8,n2o,,longitude,pipeline_missed
8,n2o,,year,both_blank
8,n2o,,country,pipeline_missed
8,n2o,,cc_species,pipeline_missed
8,n2o,,cc_category,pipeline_missed
8,n2o,,tillage_type_raw,both_blank
8,n2o,,grain_crop_raw,pipeline_missed
8,n2o,,cc_planting_time_raw,both_blank
8,n2o,,cc_terminating_time_raw,both_blank
8,n2o,,irrigation_raw,both_blank
8,n2o,,fertilize_raw,both_blank
8,n2o,,cc_duration_years,both_blank
8,n2o,,location,both_blank
8,n2o,,soil_texture_raw,both_blank
8,n2o,,gas_type,pipeline_missed
8,n2o,,ghg_cc_mean,pipeline_missed
8,n2o,,ghg_control_mean,pipeline_missed
8,n2o,,ghg_cc_sd,both_blank
8,n2o,,ghg_control_sd,both_blank
8,n2o,,ghg_unit,both_blank
8,n2o,,ghg_n,both_blank
8,n2o,,doi,pipeline_missed
8,n2o,,latitude,pipeline_missed
8,n2o,,longitude,pipeline_missed
8,n2o,,year,both_blank
8,n2o,,country,pipeline_missed
8,n2o,,cc_species,pipeline_missed
8,n2o,,cc_category,pipeline_missed
8,n2o,,tillage_type_raw,both_blank
8,n2o,,grain_crop_raw,pipeline_missed
8,n2o,,cc_planting_time_raw,both_blank
8,n2o,,cc_terminating_time_raw,both_blank
8,n2o,,irrigation_raw,both_blank
8,n2o,,fertilize_raw,both_blank
8,n2o,,cc_duration_years,both_blank
8,n2o,,location,both_blank
8,n2o,,soil_texture_raw,both_blank
8,n2o,,gas_type,pipeline_missed
8,n2o,,ghg_cc_mean,pipeline_missed
8,n2o,,ghg_control_mean,pipeline_missed
8,n2o,,ghg_cc_sd,both_blank
8,n2o,,ghg_control_sd,both_blank
8,n2o,,ghg_unit,both_blank
8,n2o,,ghg_n,both_blank
10,co2,23.0,doi,mismatch
10,co2,23.0,latitude,match
10,co2,23.0,longitude,match
10,co2,23.0,year,mismatch
10,co2,23.0,country,match
10,co2,23.0,cc_species,mismatch
10,co2,23.0,cc_category,match
10,co2,23.0,tillage_type_raw,pipeline_missed
10,co2,23.0,grain_crop_raw,mismatch
10,co2,23.0,cc_planting_time_raw,both_blank
10,co2,23.0,cc_terminating_time_raw,pipeline_missed
10,co2,23.0,irrigation_raw,gold_blank_pipeline_filled
10,co2,23.0,fertilize_raw,mismatch
10,co2,23.0,cc_duration_years,mismatch
10,co2,23.0,location,mismatch
10,co2,23.0,soil_texture_raw,mismatch
10,co2,23.0,gas_type,match
10,co2,23.0,ghg_cc_mean,mismatch
10,co2,23.0,ghg_control_mean,mismatch
10,co2,23.0,ghg_cc_sd,both_blank
10,co2,23.0,ghg_control_sd,both_blank
10,co2,23.0,ghg_unit,mismatch
10,co2,23.0,ghg_n,gold_blank_pipeline_filled
10,n2o,24.0,doi,mismatch
10,n2o,24.0,latitude,match
10,n2o,24.0,longitude,match
10,n2o,24.0,year,mismatch
10,n2o,24.0,country,match
10,n2o,24.0,cc_species,mismatch
10,n2o,24.0,cc_category,match
10,n2o,24.0,tillage_type_raw,pipeline_missed
10,n2o,24.0,grain_crop_raw,mismatch
10,n2o,24.0,cc_planting_time_raw,both_blank
10,n2o,24.0,cc_terminating_time_raw,pipeline_missed
10,n2o,24.0,irrigation_raw,gold_blank_pipeline_filled
10,n2o,24.0,fertilize_raw,mismatch
10,n2o,24.0,cc_duration_years,mismatch
10,n2o,24.0,location,mismatch
10,n2o,24.0,soil_texture_raw,mismatch
10,n2o,24.0,gas_type,match
10,n2o,24.0,ghg_cc_mean,mismatch
10,n2o,24.0,ghg_control_mean,mismatch
10,n2o,24.0,ghg_cc_sd,both_blank
10,n2o,24.0,ghg_control_sd,both_blank
10,n2o,24.0,ghg_unit,mismatch
10,n2o,24.0,ghg_n,gold_blank_pipeline_filled
10,ch4,22.0,doi,mismatch
10,ch4,22.0,latitude,match
10,ch4,22.0,longitude,match
10,ch4,22.0,year,mismatch
10,ch4,22.0,country,match
10,ch4,22.0,cc_species,mismatch
10,ch4,22.0,cc_category,match
10,ch4,22.0,tillage_type_raw,pipeline_missed
10,ch4,22.0,grain_crop_raw,mismatch
10,ch4,22.0,cc_planting_time_raw,both_blank
10,ch4,22.0,cc_terminating_time_raw,pipeline_missed
10,ch4,22.0,irrigation_raw,gold_blank_pipeline_filled
10,ch4,22.0,fertilize_raw,mismatch
10,ch4,22.0,cc_duration_years,mismatch
10,ch4,22.0,location,mismatch
10,ch4,22.0,soil_texture_raw,mismatch
10,ch4,22.0,gas_type,match
10,ch4,22.0,ghg_cc_mean,mismatch
10,ch4,22.0,ghg_control_mean,mismatch
10,ch4,22.0,ghg_cc_sd,both_blank
10,ch4,22.0,ghg_control_sd,both_blank
10,ch4,22.0,ghg_unit,mismatch
10,ch4,22.0,ghg_n,gold_blank_pipeline_filled
10,co2,26.0,doi,mismatch
10,co2,26.0,latitude,match
10,co2,26.0,longitude,match
10,co2,26.0,year,mismatch
10,co2,26.0,country,match
10,co2,26.0,cc_species,mismatch
10,co2,26.0,cc_category,match
10,co2,26.0,tillage_type_raw,pipeline_missed
10,co2,26.0,grain_crop_raw,mismatch
10,co2,26.0,cc_planting_time_raw,both_blank
10,co2,26.0,cc_terminating_time_raw,pipeline_missed
10,co2,26.0,irrigation_raw,gold_blank_pipeline_filled
10,co2,26.0,fertilize_raw,mismatch
10,co2,26.0,cc_duration_years,mismatch
10,co2,26.0,location,mismatch
10,co2,26.0,soil_texture_raw,mismatch
10,co2,26.0,gas_type,match
10,co2,26.0,ghg_cc_mean,mismatch
10,co2,26.0,ghg_control_mean,mismatch
10,co2,26.0,ghg_cc_sd,both_blank
10,co2,26.0,ghg_control_sd,both_blank
10,co2,26.0,ghg_unit,mismatch
10,co2,26.0,ghg_n,gold_blank_pipeline_filled
10,n2o,27.0,doi,mismatch
10,n2o,27.0,latitude,match
10,n2o,27.0,longitude,match
10,n2o,27.0,year,mismatch
10,n2o,27.0,country,match
10,n2o,27.0,cc_species,mismatch
10,n2o,27.0,cc_category,match
10,n2o,27.0,tillage_type_raw,pipeline_missed
10,n2o,27.0,grain_crop_raw,mismatch
10,n2o,27.0,cc_planting_time_raw,both_blank
10,n2o,27.0,cc_terminating_time_raw,pipeline_missed
10,n2o,27.0,irrigation_raw,gold_blank_pipeline_filled
10,n2o,27.0,fertilize_raw,mismatch
10,n2o,27.0,cc_duration_years,mismatch
10,n2o,27.0,location,mismatch
10,n2o,27.0,soil_texture_raw,mismatch
10,n2o,27.0,gas_type,match
10,n2o,27.0,ghg_cc_mean,mismatch
10,n2o,27.0,ghg_control_mean,mismatch
10,n2o,27.0,ghg_cc_sd,both_blank
10,n2o,27.0,ghg_control_sd,both_blank
10,n2o,27.0,ghg_unit,mismatch
10,n2o,27.0,ghg_n,gold_blank_pipeline_filled
10,ch4,25.0,doi,mismatch
10,ch4,25.0,latitude,match
10,ch4,25.0,longitude,match
10,ch4,25.0,year,mismatch
10,ch4,25.0,country,match
10,ch4,25.0,cc_species,mismatch
10,ch4,25.0,cc_category,match
10,ch4,25.0,tillage_type_raw,pipeline_missed
10,ch4,25.0,grain_crop_raw,mismatch
10,ch4,25.0,cc_planting_time_raw,both_blank
10,ch4,25.0,cc_terminating_time_raw,pipeline_missed
10,ch4,25.0,irrigation_raw,gold_blank_pipeline_filled
10,ch4,25.0,fertilize_raw,mismatch
10,ch4,25.0,cc_duration_years,mismatch
10,ch4,25.0,location,mismatch
10,ch4,25.0,soil_texture_raw,mismatch
10,ch4,25.0,gas_type,match
10,ch4,25.0,ghg_cc_mean,mismatch
10,ch4,25.0,ghg_control_mean,mismatch
10,ch4,25.0,ghg_cc_sd,both_blank
10,ch4,25.0,ghg_control_sd,both_blank
10,ch4,25.0,ghg_unit,mismatch
10,ch4,25.0,ghg_n,gold_blank_pipeline_filled
10,co2,29.0,doi,mismatch
10,co2,29.0,latitude,match
10,co2,29.0,longitude,match
10,co2,29.0,year,mismatch
10,co2,29.0,country,match
10,co2,29.0,cc_species,mismatch
10,co2,29.0,cc_category,match
10,co2,29.0,tillage_type_raw,pipeline_missed
10,co2,29.0,grain_crop_raw,mismatch
10,co2,29.0,cc_planting_time_raw,both_blank
10,co2,29.0,cc_terminating_time_raw,pipeline_missed
10,co2,29.0,irrigation_raw,gold_blank_pipeline_filled
10,co2,29.0,fertilize_raw,mismatch
10,co2,29.0,cc_duration_years,match
10,co2,29.0,location,mismatch
10,co2,29.0,soil_texture_raw,mismatch
10,co2,29.0,gas_type,match
10,co2,29.0,ghg_cc_mean,mismatch
10,co2,29.0,ghg_control_mean,mismatch
10,co2,29.0,ghg_cc_sd,both_blank
10,co2,29.0,ghg_control_sd,both_blank
10,co2,29.0,ghg_unit,mismatch
10,co2,29.0,ghg_n,gold_blank_pipeline_filled
10,n2o,30.0,doi,mismatch
10,n2o,30.0,latitude,match
10,n2o,30.0,longitude,match
10,n2o,30.0,year,mismatch
10,n2o,30.0,country,match
10,n2o,30.0,cc_species,mismatch
10,n2o,30.0,cc_category,match
10,n2o,30.0,tillage_type_raw,pipeline_missed
10,n2o,30.0,grain_crop_raw,mismatch
10,n2o,30.0,cc_planting_time_raw,both_blank
10,n2o,30.0,cc_terminating_time_raw,pipeline_missed
10,n2o,30.0,irrigation_raw,gold_blank_pipeline_filled
10,n2o,30.0,fertilize_raw,mismatch
10,n2o,30.0,cc_duration_years,match
10,n2o,30.0,location,mismatch
10,n2o,30.0,soil_texture_raw,mismatch
10,n2o,30.0,gas_type,match
10,n2o,30.0,ghg_cc_mean,mismatch
10,n2o,30.0,ghg_control_mean,mismatch
10,n2o,30.0,ghg_cc_sd,both_blank
10,n2o,30.0,ghg_control_sd,both_blank
10,n2o,30.0,ghg_unit,mismatch
10,n2o,30.0,ghg_n,gold_blank_pipeline_filled
10,ch4,28.0,doi,mismatch
10,ch4,28.0,latitude,match
10,ch4,28.0,longitude,match
10,ch4,28.0,year,mismatch
10,ch4,28.0,country,match
10,ch4,28.0,cc_species,mismatch
10,ch4,28.0,cc_category,match
10,ch4,28.0,tillage_type_raw,pipeline_missed
10,ch4,28.0,grain_crop_raw,mismatch
10,ch4,28.0,cc_planting_time_raw,both_blank
10,ch4,28.0,cc_terminating_time_raw,pipeline_missed
10,ch4,28.0,irrigation_raw,gold_blank_pipeline_filled
10,ch4,28.0,fertilize_raw,mismatch
10,ch4,28.0,cc_duration_years,match
10,ch4,28.0,location,mismatch
10,ch4,28.0,soil_texture_raw,mismatch
10,ch4,28.0,gas_type,match
10,ch4,28.0,ghg_cc_mean,mismatch
10,ch4,28.0,ghg_control_mean,mismatch
10,ch4,28.0,ghg_cc_sd,both_blank
10,ch4,28.0,ghg_control_sd,both_blank
10,ch4,28.0,ghg_unit,mismatch
10,ch4,28.0,ghg_n,gold_blank_pipeline_filled
10,co2,32.0,doi,mismatch
10,co2,32.0,latitude,match
10,co2,32.0,longitude,match
10,co2,32.0,year,mismatch
10,co2,32.0,country,match
10,co2,32.0,cc_species,mismatch
10,co2,32.0,cc_category,match
10,co2,32.0,tillage_type_raw,pipeline_missed
10,co2,32.0,grain_crop_raw,mismatch
10,co2,32.0,cc_planting_time_raw,both_blank
10,co2,32.0,cc_terminating_time_raw,pipeline_missed
10,co2,32.0,irrigation_raw,gold_blank_pipeline_filled
10,co2,32.0,fertilize_raw,mismatch
10,co2,32.0,cc_duration_years,match
10,co2,32.0,location,mismatch
10,co2,32.0,soil_texture_raw,mismatch
10,co2,32.0,gas_type,match
10,co2,32.0,ghg_cc_mean,mismatch
10,co2,32.0,ghg_control_mean,mismatch
10,co2,32.0,ghg_cc_sd,both_blank
10,co2,32.0,ghg_control_sd,both_blank
10,co2,32.0,ghg_unit,mismatch
10,co2,32.0,ghg_n,gold_blank_pipeline_filled
10,n2o,33.0,doi,mismatch
10,n2o,33.0,latitude,match
10,n2o,33.0,longitude,match
10,n2o,33.0,year,mismatch
10,n2o,33.0,country,match
10,n2o,33.0,cc_species,mismatch
10,n2o,33.0,cc_category,match
10,n2o,33.0,tillage_type_raw,pipeline_missed
10,n2o,33.0,grain_crop_raw,mismatch
10,n2o,33.0,cc_planting_time_raw,both_blank
10,n2o,33.0,cc_terminating_time_raw,pipeline_missed
10,n2o,33.0,irrigation_raw,gold_blank_pipeline_filled
10,n2o,33.0,fertilize_raw,mismatch
10,n2o,33.0,cc_duration_years,match
10,n2o,33.0,location,mismatch
10,n2o,33.0,soil_texture_raw,mismatch
10,n2o,33.0,gas_type,match
10,n2o,33.0,ghg_cc_mean,mismatch
10,n2o,33.0,ghg_control_mean,mismatch
10,n2o,33.0,ghg_cc_sd,both_blank
10,n2o,33.0,ghg_control_sd,both_blank
10,n2o,33.0,ghg_unit,mismatch
10,n2o,33.0,ghg_n,gold_blank_pipeline_filled
10,ch4,31.0,doi,mismatch
10,ch4,31.0,latitude,match
10,ch4,31.0,longitude,match
10,ch4,31.0,year,mismatch
10,ch4,31.0,country,match
10,ch4,31.0,cc_species,mismatch
10,ch4,31.0,cc_category,match
10,ch4,31.0,tillage_type_raw,pipeline_missed
10,ch4,31.0,grain_crop_raw,mismatch
10,ch4,31.0,cc_planting_time_raw,both_blank
10,ch4,31.0,cc_terminating_time_raw,pipeline_missed
10,ch4,31.0,irrigation_raw,gold_blank_pipeline_filled
10,ch4,31.0,fertilize_raw,mismatch
10,ch4,31.0,cc_duration_years,match
10,ch4,31.0,location,mismatch
10,ch4,31.0,soil_texture_raw,mismatch
10,ch4,31.0,gas_type,match
10,ch4,31.0,ghg_cc_mean,mismatch
10,ch4,31.0,ghg_control_mean,mismatch
10,ch4,31.0,ghg_cc_sd,both_blank
10,ch4,31.0,ghg_control_sd,both_blank
10,ch4,31.0,ghg_unit,mismatch
10,ch4,31.0,ghg_n,gold_blank_pipeline_filled
11,n2o,35.0,doi,mismatch
11,n2o,35.0,latitude,match
11,n2o,35.0,longitude,match
11,n2o,35.0,year,gold_blank_pipeline_filled
11,n2o,35.0,country,match
11,n2o,35.0,cc_species,match
11,n2o,35.0,cc_category,match
11,n2o,35.0,tillage_type_raw,gold_blank_pipeline_filled
11,n2o,35.0,grain_crop_raw,match
11,n2o,35.0,cc_planting_time_raw,gold_blank_pipeline_filled
11,n2o,35.0,cc_terminating_time_raw,gold_blank_pipeline_filled
11,n2o,35.0,irrigation_raw,both_blank
11,n2o,35.0,fertilize_raw,gold_blank_pipeline_filled
11,n2o,35.0,cc_duration_years,gold_blank_pipeline_filled
11,n2o,35.0,location,mismatch
11,n2o,35.0,soil_texture_raw,gold_blank_pipeline_filled
11,n2o,35.0,gas_type,match
11,n2o,35.0,ghg_cc_mean,match
11,n2o,35.0,ghg_control_mean,match
11,n2o,35.0,ghg_cc_sd,pipeline_missed
11,n2o,35.0,ghg_control_sd,pipeline_missed
11,n2o,35.0,ghg_unit,gold_blank_pipeline_filled
11,n2o,35.0,ghg_n,gold_blank_pipeline_filled
11,n2o,37.0,doi,mismatch
11,n2o,37.0,latitude,match
11,n2o,37.0,longitude,match
11,n2o,37.0,year,gold_blank_pipeline_filled
11,n2o,37.0,country,match
11,n2o,37.0,cc_species,match
11,n2o,37.0,cc_category,mismatch
11,n2o,37.0,tillage_type_raw,gold_blank_pipeline_filled
11,n2o,37.0,grain_crop_raw,match
11,n2o,37.0,cc_planting_time_raw,gold_blank_pipeline_filled
11,n2o,37.0,cc_terminating_time_raw,gold_blank_pipeline_filled
11,n2o,37.0,irrigation_raw,both_blank
11,n2o,37.0,fertilize_raw,gold_blank_pipeline_filled
11,n2o,37.0,cc_duration_years,gold_blank_pipeline_filled
11,n2o,37.0,location,mismatch
11,n2o,37.0,soil_texture_raw,gold_blank_pipeline_filled
11,n2o,37.0,gas_type,match
11,n2o,37.0,ghg_cc_mean,match
11,n2o,37.0,ghg_control_mean,match
11,n2o,37.0,ghg_cc_sd,pipeline_missed
11,n2o,37.0,ghg_control_sd,pipeline_missed
11,n2o,37.0,ghg_unit,gold_blank_pipeline_filled
11,n2o,37.0,ghg_n,gold_blank_pipeline_filled
11,n2o,39.0,doi,mismatch
11,n2o,39.0,latitude,match
11,n2o,39.0,longitude,match
11,n2o,39.0,year,gold_blank_pipeline_filled
11,n2o,39.0,country,match
11,n2o,39.0,cc_species,match
11,n2o,39.0,cc_category,match
11,n2o,39.0,tillage_type_raw,gold_blank_pipeline_filled
11,n2o,39.0,grain_crop_raw,match
11,n2o,39.0,cc_planting_time_raw,gold_blank_pipeline_filled
